"I05   Doenc reumaticas da valva mitral";-;-
"I06   Doenc reumaticas da valva aortica";-;-
"I07   Doenc reumaticas da valva tricuspide";-;-
"I08   Doenc de mult valvas";-;-
"I09   Outr doenc reumaticas do coracao";-;-
"I10   Hipertensao essencial";-;-
"I11   Doenc cardiaca hipertensiva";-;-
"I12   Doenc renal hipertensiva";-;-
"I13   Doenc cardiaca e renal hipertensiva";-;-
"I15   Hipertensao secund";-;-
"I20   Angina pectoris";-;-
"I21   Infarto agudo do miocardio";-;-
"I22   Infarto do miocardio recorrente";-;-
"I23   Alg complic atuais subs infarto agud miocard";-;-
"I24   Outr doenc isquemicas agudas do coracao";-;-
"I25   Doenc isquemica cronica do coracao";-;-
"I26   Embolia pulmonar";-;-
"I27   Outr form de doenc cardiaca pulmonar";-;-
"I28   Outr doenc dos vasos pulmonares";-;-
"I30   Pericardite aguda";-;-
"I31   Outr doenc do pericardio";-;-
"I32   Pericardite em doenc COP";-;-
"I33   Endocardite aguda e subaguda";-;-
"I34   Transt nao-reumaticos da valva mitral";-;-
"I35   Transt nao-reumaticos da valva aortica";-;-
"I36   Transt nao-reumaticos da valva tricuspide";-;-
"I37   Transt da valva pulmonar";-;-
"I38   Endocardite de valva NE";-;-
"I39   Endocardite transt valvulares card doenc COP";-;-
"I40   Miocardite aguda";-;-
"I41   Miocardite em doenc COP";-;-
"I42   Cardiomiopatias";-;-
"I43   Cardiomiopatia em doenc COP";-;-
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-
"I45   Outr transt de conducao";-;-
"I46   Parada cardiaca";-;-
"I47   Taquicardia paroxistica";-;-
"I48   Flutter e fibrilacao atrial";-;-
"I49   Outr arritmias cardiacas";-;-
"I50   Insuf cardiaca";-;-
"I51   Complic cardiopatias doenc cardiacas mal def";-;-
"I52   Outr afeccoes cardiacas em doenc COP";-;-
"I60   Hemorragia subaracnoide";-;-
"I61   Hemorragia intracerebral";-;-
"I62   Outr hemorragias intracranianas nao-traum";-;-
"I63   Infarto cerebral";-;-
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-
"I65   Oclus/esten art pre-cereb q n res inf cereb";-;-
"I66   Oclusao/estenose art cereb q n res inf cereb";-;-
"I67   Outr doenc cerebrovasculares";-;-
"I68   Transt cerebrovasculares em doenc COP";-;-
"I69   Sequelas de doenc cerebrovasculares";-;-
"I70   Aterosclerose";-;-
"I71   Aneurisma e disseccao da aorta";-;-
"I72   Outr aneurismas";-;-
"I73   Outr doenc vasculares perifericas";-;-
"I74   Embolia e trombose arteriais";-;-
"I77   Outr afeccoes das arterias e arteriolas";-;-
"I78   Doenc dos capilares";-;-
"I79   Transt arter arteriolas capilares doenc COP";-;-
"I80   Flebite e tromboflebite";-;-
"I81   Trombose da veia porta";-;-
"I82   Outr embolia e trombose venosas";-;-
"I83   Varizes dos membros infer";-;-
"I84   Hemorroidas";-;-
"I85   Varizes esofagianas";-;-
"I86   Varizes de outr localiz";-;-
"I87   Outr transt das veias";-;-
"I88   Linfadenite inespecifica";-;-
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-
"I95   Hipotensao";-;-
"I97   Transt aparelho circulat subseq proced NCOP";-;-
"I98   Outr transt aparelho circulatorio doenc COP";-;-
"I99   Outr transt do aparelho circulatorio e os NE";-;-
"J00   Nasofaringite aguda";-;-
"J01   Sinusite aguda";-;-
"J02   Faringite aguda";-;-
"J03   Amigdalite aguda";-;-
"J04   Laringite e traqueite agudas";-;-
"J05   Laringite obstrutiva aguda e epiglotite";-;-
"J06   Infecc agudas vias aereas super loc mult NE";-;-
"J09   Influenza A (H1N1)";-;-
"J10   Influenza dev outro virus influenza ident";-;-
"J11   Influenza dev virus nao identificado";-;-
"J12   Pneumonia viral NCOP";-;-
"J13   Pneumonia dev Streptococcus pneumoniae";-;-
"J14   Pneumonia dev Haemophilus infuenzae";-;-
"J15   Pneumonia bacter NCOP";1;1
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-
"J17   Pneumonia em doenc COP";-;-
"J18   Pneumonia p/microorg NE";4;4
"J20   Bronquite aguda";-;-
"J21   Bronquiolite aguda";1;1
"J22   Infecc agudas NE das vias aereas infer";-;-
"J30   Rinite alergica e vasomotora";-;-
"J31   Rinite nasofaringite e faringite cronicas";-;-
"J32   Sinusite cronica";-;-
"J33   Polipo nasal";-;-
"J34   Outr transt do nariz e dos seios paranasais";-;-
"J35   Doenc cronicas das amigdalas e das adenoides";-;-
"J36   Abscesso periamigdaliano";-;-
"J37   Laringite e laringotraqueite cronicas";-;-
"J38   Doenc das cordas vocais e da laringe NCOP";-;-
"J39   Outr doenc das vias aereas super";-;-
"J40   Bronquite NE como aguda ou cronica";-;-
"J41   Bronquite cronica simples e a mucopurulenta";-;-
"J42   Bronquite cronica NE";-;-
"J43   Enfisema";-;-
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-
"J45   Asma";-;-
"J46   Estado de mal asmatico";-;-
"J47   Bronquectasia";-;-
"J60   Pneumoconiose dos mineiros de carvao";-;-
"J61   Pneumoconiose dev amianto outr fibr minerais";-;-
"J62   Pneumoconiose dev poeira que cont silica";-;-
"J63   Pneumoconiose dev outr poeiras inorganicas";-;-
"J64   Pneumoconiose NE";-;-
"J65   Pneumoconiose assoc c/tuberc";-;-
"J66   Doenc das vias aereas dev poeiras org espec";-;-
"J67   Pneumonite hipersensibilid dev poeiras org";-;-
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-
"J69   Pneumonite dev solidos e liquidos";-;-
"J70   Afeccoes respirat dev outr agentes externos";-;-
"J80   Sindr do desconforto respirat do adulto";-;-
"J81   Edema pulmonar NE de outr form";-;-
"J82   Eosinofilia pulmonar NCOP";-;-
"J84   Outr doenc pulmonares intersticiais";-;-
"J85   Abscesso do pulmao e do mediastino";-;-
"J86   Piotorax";-;-
"J90   Derrame pleural NCOP";-;-
"J91   Derrame pleural em afeccoes COP";-;-
"J92   Placas pleurais";-;-
"J93   Pneumotorax";-;-
"J94   Outr afeccoes pleurais";-;-
"J95   Afeccoes respirat pos-proced NCOP";-;-
"J96   Insuf respirat NCOP";-;-
"J98   Outr transt respirat";-;-
"J99   Transt respirat em doenc COP";-;-
"K00   Disturbios desenvolv e da erupcao dos dentes";-;-
"K01   Dentes inclusos e impactados";-;-
"K02   Carie dentaria";-;-
"K03   Outr doenc dos tec dentarios duros";-;-
"K04   Doenc da polpa e dos tec periapicais";-;-
"K05   Gengivite e doenc periodontais";-;-
"K06   Outr transt gengiva rebordo alveolar s/dent";-;-
"K07   Anomalias dentofaciais";-;-
"K08   Outr transt dentes e estrut de sustentacao";-;-
"K09   Cistos da regiao bucal NCOP";-;-
"K10   Outr doenc dos maxilares";-;-
"K11   Doenc das gland salivares";-;-
"K12   Estomatite e lesoes correlatas";-;-
"K13   Outr doenc do labio e da mucosa oral";-;-
"K14   Doenc da lingua";-;-
"K20   Esofagite";-;-
"K21   Doenc de refluxo gastroesofagico";-;-
"K22   Outr doenc do esofago";-;-
"K23   Transt do esofago em doenc COP";-;-
"K25   Ulcera gastrica";-;-
"K26   Ulcera duodenal";-;-
"K27   Ulcera peptica de localiz NE";-;-
"K28   Ulcera gastrojejunal";-;-
"K29   Gastrite e duodenite";-;-
"K30   Dispepsia";-;-
"K31   Outr doenc do estomago e do duodeno";-;-
"K35   Apendicite aguda";-;-
"K36   Outr form de apendicite";-;-
"K37   Apendicite SOE";-;-
"K38   Outr doenc do apendice";-;-
"K40   Hernia inguinal";-;-
"K41   Hernia femoral";-;-
"K42   Hernia umbilical";-;-
"K43   Hernia ventral";-;-
"K44   Hernia diafragmatica";-;-
"K45   Outr hernias abdominais";-;-
"K46   Hernia abdominal NE";-;-
"K50   Doenc de Crohn";-;-
"K51   Colite ulcerativa";-;-
"K52   Outr gastroenterites e colites nao-infecc";-;-
"K55   Transt vasculares do intestino";-;-
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-
"K57   Doenc diverticular do intestino";-;-
"K58   Sindr do colon irritavel";-;-
"K59   Outr transt funcionais do intestino";-;-
"K60   Fissura e fistula das regioes anal e retal";-;-
"K61   Abscesso das regioes anal e retal";-;-
"K62   Outr doenc do reto e do anus";-;-
"K63   Outr doenc do intestino";-;-
"K65   Peritonite";-;-
"K66   Outr transt do peritonio";-;-
"K67   Compr do peritonio em doenc infecc COP";-;-
"K70   Doenc alcoolica do figado";-;-
"K71   Doenc hepatica toxica";-;-
"K72   Insuf hepatica NCOP";-;-
"K73   Hepatite cronica NCOP";-;-
"K74   Fibrose e cirrose hepaticas";-;-
"K75   Outr doenc inflam do figado";-;-
"K76   Outr doenc do figado";-;-
"K77   Transt do figado em doenc COP";-;-
"K80   Colelitiase";-;-
"K81   Colecistite";-;-
"K82   Outr doenc da vesicula biliar";-;-
"K83   Outr doenc das vias biliares";-;-
"K85   Pancreatite aguda";-;-
"K86   Outr doenc do pancreas";-;-
"K87   Transt ves biliar via biliar pancr doenc COP";-;-
"K90   Ma-absorcao intestinal";-;-
"K91   Transt do aparelho digestivo pos-proced NCOP";-;-
"K92   Outr doenc do aparelho digestivo";-;-
"K93   Transt de outr orgaos digestivos doenc COP";-;-
"L00   Sindr pele escaldada estafilococ recem-nasc";-;-
"L01   Impetigo";-;-
"L02   Abscesso cutaneo furunculo e antraz";-;-
"L03   Celulite";-;-
"L04   Linfadenite aguda";1;1
"L05   Cisto pilonidal";-;-
"L08   Outr infecc localiz pele e tec subcutaneo";-;-
"L10   Penfigo";-;-
"L11   Outr afeccoes acantoliticas";-;-
"L12   Penfigoide";-;-
"L13   Outr afeccoes bolhosas";-;-
"L14   Afeccoes bolhosas em doenc COP";-;-
"L20   Dermatite atopica";-;-
"L21   Dermatite seborreica";-;-
"L22   Dermatite das fraldas";-;-
"L23   Dermatites alergicas de contato";-;-
"L24   Dermatites de contato p/irritantes";-;-
"L25   Dermatite de contato NE";-;-
"L26   Dermatite esfoliativa";-;-
"L27   Dermatite dev subst de uso interno";-;-
"L28   Liquen simples cronico e prurigo";-;-
"L29   Prurido";-;-
"L30   Outr dermatites";-;-
"L40   Psoriase";-;-
"L41   Parapsoriase";-;-
"L42   Pitiriase rosea";-;-
"L43   Liquen plano";-;-
"L44   Outr afeccoes papulo-descamativas";-;-
"L45   Afeccoes papulo-descamativas em doenc COP";-;-
"L50   Urticaria";-;-
"L51   Eritema polimorfo";-;-
"L52   Eritema nodoso";-;-
"L53   Outr afeccoes eritematosas";-;-
"L54   Eritema em doenc COP";-;-
"L55   Queim solar";-;-
"L56   Outr alterac agud pele dev rad ultravioleta";-;-
"L57   Alter pele dev expos cron rad nao ionizante";-;-
"L58   Radiodermatite";-;-
"L59   Outr afecc pele tec subcutan relac radiacao";-;-
"L60   Afeccoes das unhas";-;-
"L62   Afeccoes das unhas em doenc COP";-;-
"L63   Alopecia areata";-;-
"L64   Alopecia androgenica";-;-
"L65   Outr form nao cicatric perda cabelos pelos";-;-
"L66   Alopecia cicatricial";-;-
"L67   Anormalidades cor e pediculo cabelos pelos";-;-
"L68   Hipertricose";-;-
"L70   Acne";-;-
"L71   Rosacea";-;-
"L72   Cistos foliculares da pele e tec subcutaneo";-;-
"L73   Outr afeccoes foliculares";-;-
"L74   Afeccoes das gland sudoriparas ecrinas";-;-
"L75   Afeccoes das gland sudoriparas apocrinas";-;-
"L80   Vitiligo";-;-
"L81   Outr transt da pigmentacao";-;-
"L82   Ceratose seborreica";-;-
"L83   Acantose nigricans";-;-
"L84   Calos e calosidades";-;-
"L85   Outr form de espessamento epidermico";-;-
"L86   Ceratodermia em doenc COP";-;-
"L87   Transt da eliminacao transepidermica";-;-
"L88   Piodermite gangrenosa";-;-
"L89   Ulcera de decubito";-;-
"L90   Afeccoes atroficas da pele";-;-
"L91   Afeccoes hipertroficas da pele";-;-
"L92   Afeccoes granulomatosas pele tec subcutaneo";-;-
"L93   Lupus eritematoso";-;-
"L94   Outr afeccoes localizadas do tec conjuntivo";-;-
"L95   Vasculite limitada a pele NCOP";-;-
"L97   Ulcera dos membros infer NCOP";-;-
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;-
"L99   Outr afeccoes pele tec subcutaneo doenc COP";-;-
"M00   Artrite piogenica";-;-
"M01   Infecc diretas artic doenc infec parasit COP";-;-
"M02   Artropatias reacionais";-;-
"M03   Artropatias pos-infecc reac doenc infecc COP";-;-
"M05   Artrite reumatoide soro-positiva";-;-
"M06   Outr artrites reumatoides";-;-
"M07   Artropatias psoriasicas e enteropaticas";-;-
"M08   Artrite juvenil";-;-
"M09   Artrite juvenil em doenc COP";-;-
"M10   Gota";-;-
"M11   Outr artropatias p/deposicao de cristais";-;-
"M12   Outr artropatias espec";-;-
"M13   Outr artrites";-;-
"M14   Artropatias em outr doenc COP";-;-
"M15   Poliartrose";-;-
"M16   Coxartrose";-;-
"M17   Gonartrose";-;-
"M18   Artrose prim articulacao carpometacarpiana";-;-
"M19   Outr artroses";-;-
"M20   Deform adquir dedos maos e pes";-;-
"M21   Outr deform adquir dos membros";-;-
"M22   Transt da rotula";-;-
"M23   Transt internos dos joelhos";-;-
"M24   Outr transt articulares especificos";-;-
"M25   Outr transt articulares NCOP";-;-
"M30   Poliarterite nodosa e afeccoes correlatas";-;-
"M31   Outr vasculopatias necrotizantes";-;-
"M32   Lupus eritematoso disseminado";-;-
"M33   Dermatopoliomiosite";-;-
"M34   Esclerose sistemica";-;-
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-
"M36   Doenc sistemicas do tec conjuntivo doenc COP";-;-
"M40   Cifose e lordose";-;-
"M41   Escoliose";-;-
"M42   Osteocondrose da coluna vertebral";-;-
"M43   Outr dorsopatias deformantes";-;-
"M45   Espondilite ancilosante";-;-
"M46   Outr espondilopatias inflam";-;-
"M47   Espondilose";-;-
"M48   Outr espondilopatias";-;-
"M49   Espondilopatias em doenc COP";-;-
"M50   Transt dos discos cervicais";-;-
"M51   Outr transt de discos intervertebrais";-;-
"M53   Outr dorsopatias NCOP";-;-
"M54   Dorsalgia";-;-
"M60   Miosite";-;-
"M61   Calcificacao e ossificacao do musculo";-;-
"M62   Outr transt musculares";-;-
"M63   Transt de musculo em doenc COP";-;-
"M65   Sinovite e tenossinovite";-;-
"M66   Ruptura espontanea de sinovia e de tendao";-;-
"M67   Outr transt das sinovias e dos tendoes";-;-
"M68   Transt de sinovias e de tendoes em doenc COP";-;-
"M70   Transt tec moles relac uso excess e pressao";-;-
"M71   Outr bursopatias";-;-
"M72   Transt fibroblasticos";-;-
"M73   Transt dos tec moles em doenc COP";-;-
"M75   Lesoes do ombro";-;-
"M76   Entesopatias dos membros infer excl pe";-;-
"M77   Outr entesopatias";-;-
"M79   Outr transt dos tec moles NCOP";-;-
"M80   Osteoporose c/frat patologica";-;-
"M81   Osteoporose s/frat patologica";-;-
"M82   Osteoporose em doenc COP";-;-
"M83   Osteomalacia do adulto";-;-
"M84   Transt da continuidade do osso";-;-
"M85   Outr transt da densidade e estrutura osseas";-;-
"M86   Osteomielite";-;-
"M87   Osteonecrose";-;-
"M88   Doenc de Paget do osso";-;-
"M89   Outr transt osseos";-;-
"M90   Osteopatias em doenc COP";-;-
"M91   Osteocondrose juvenil do quadril e da pelve";-;-
"M92   Outr osteocondroses juvenis";-;-
"M93   Outr osteocondropatias";-;-
"M94   Outr transt das cartilagens";-;-
"M95   Outr deform adquir sist osteomusc tec conj";-;-
"M96   Transt osteomusculares pos-proced NCOP";-;-
"M99   Lesoes biomecanicas NCOP";-;-
"N00   Sindr nefritica aguda";-;-
"N01   Sindr nefritica rapidamente progressiva";-;-
"N02   Hematuria recidivante e persistente";-;-
"N03   Sindr nefritica cronica";-;-
"N04   Sindr nefrotica";-;-
"N05   Sindr nefritica NE";-;-
"N06   Proteinuria isolada c/lesao morfolog espec";-;-
"N07   Nefropatia hereditaria NCOP";-;-
"N08   Transt glomerulares em doenc COP";-;-
"N10   Nefrite tubulo-intersticial aguda";-;-
"N11   Nefrite tubulo-intersticial cronica";-;-
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-
"N13   Uropatia obstrutiva e p/refluxo";-;-
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-
"N15   Outr doenc renais tubulo-intersticiais";-;-
"N16   Transt renais tubulo-intersticiais doenc COP";-;-
"N17   Insuf renal aguda";-;-
"N18   Insuf renal cronica";-;-
"N19   Insuf renal NE";-;-
"N20   Calculose do rim e do ureter";-;-
"N21   Calculose do trato urinario infer";-;-
"N22   Calculose do trato urinario infer doenc COP";-;-
"N23   Colica nefretica NE";-;-
"N25   Transt result funcao renal tubular alterada";-;-
"N26   Rim contraido NE";-;-
"N27   Hipoplasia renal de causa desconhecida";-;-
"N28   Outr transt do rim e do ureter NCOP";-;-
"N29   Outr transt do rim e do ureter em doenc COP";-;-
"N30   Cistite";-;-
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-
"N32   Outr transt da bexiga";-;-
"N33   Transt da bexiga em doenc COP";-;-
"N34   Uretrite e sindr uretral";-;-
"N35   Estenose da uretra";-;-
"N36   Outr transt da uretra";-;-
"N37   Transt da uretra em doenc COP";-;-
"N39   Outr transt do trato urinario";-;-
"N40   Hiperplasia da prostata";-;-
"N41   Doenc inflam da prostata";-;-
"N42   Outr afeccoes da prostata";-;-
"N43   Hidrocele e espermatocele";-;-
"N44   Torcao do testiculo";-;-
"N45   Orquite e epididimite";-;-
"N46   Infertilidade masc";-;-
"N47   Hipertrofia do prepucio fimose e parafimose";-;-
"N48   Outr transt do penis";-;-
"N49   Transt inflam orgaos genitais masc NCOP";-;-
"N50   Outr transt dos orgaos genitais masc";-;-
"N51   Transt orgaos genitais masc doenc COP";-;-
"N60   Displasias mamarias benignas";-;-
"N61   Transt inflam da mama";-;-
"N62   Hipertrofia da mama";-;-
"N63   Nodulo mamario NE";-;-
"N64   Outr doenc da mama";-;-
"N70   Salpingite e ooforite";-;-
"N71   Doenc inflam do utero exceto o colo";-;-
"N72   Doenc inflam do colo do utero";-;-
"N73   Outr doenc inflam pelvicas femin";-;-
"N74   Transt inflam da pelve femin em doenc COP";-;-
"N75   Doenc da gland de Bartholin";-;-
"N76   Outr afeccoes inflam da vagina e da vulva";-;-
"N77   Ulceracao e inflam vulvovaginais doenc COP";-;-
"N80   Endometriose";-;-
"N81   Prolapso genital femin";-;-
"N82   Fistulas do trato genital femin";-;-
"N83   Transt nao-infl ovario tromp Falop lig largo";-;-
"N84   Polipo do trato genital femin";-;-
"N85   Outr transt nao-inflam utero exc colo utero";-;-
"N86   Erosao e ectropio do colo do utero";-;-
"N87   Displasia do colo do utero";-;-
"N88   Outr transt nao-inflam do colo do utero";-;-
"N89   Outr transt nao-inflam da vagina";-;-
"N90   Outr transt nao-inflam da vulva e do perineo";-;-
"N91   Menstruacao ausente escassa e pouco freq";-;-
"N92   Menstruacao excessiva frequente e irregular";-;-
"N93   Outr sangramentos anormais utero e vagina";-;-
"N94   Dor outr afecc ass org genit fem cicl menstr";-;-
"N95   Transt da menopausa e da perimenopausa";-;-
"N96   Abortamento habitual";-;-
"N97   Infertilidade femin";-;-
"N98   Complic assoc a fecundacao artificial";-;-
"N99   Transt trato geniturinario pos-proced NCOP";-;-
"O00   Gravidez ectopica";-;-
"O01   Mola hidatiforme";-;-
"O02   Outr produtos anormais da concepcao";-;-
"O03   Aborto espontaneo";-;-
"O04   Aborto p/razoes medicas e legais";-;-
"O05   Outr tipos de aborto";-;-
"O06   Aborto NE";-;-
"O07   Falha de tentativa de aborto";-;-
"O08   Complic conseq aborto gravidez ectop molar";-;-
"O10   Hipertens pre-exist complic grav parto puerp";-;-
"O11   Dist hipertens pre-exist proteinuria superp";-;-
"O12   Edema e proteinuria gestac s/hipertensao";-;-
"O13   Hipertensao gestacional s/proteinuria signif";-;-
"O14   Hipertensao gestacional c/proteinuria signif";-;-
"O15   Eclampsia";-;-
"O16   Hipertensao materna NE";-;-
"O20   Hemorragia do inicio da gravidez";-;-
"O21   Vomitos excessivos na gravidez";-;-
"O22   Complic venosas na gravidez";-;-
"O23   Infecc do trato geniturinario na gravidez";-;-
"O24   Diabetes mellitus na gravidez";-;-
"O25   Desnutric na gravidez";-;-
"O26   Assist materna outr complic lig predom grav";-;-
"O28   Achados anorm rastr antenatal mae";-;-
"O29   Complic anestesia admin durante gravidez";-;-
"O30   Gestacao mult";-;-
"O31   Complic especificas de gestacao mult";-;-
"O32   Assist prest mae apres anorm conh susp feto";-;-
"O33   Assist prest mae desprop conhecida suspeita";-;-
"O34   Assist prest mae anor conh susp org pelv mat";-;-
"O35   Assist prest mae anorm lesao fet conhec susp";-;-
"O36   Assist prest mae outr probl fet conhec susp";-;-
"O40   Polihidramnio";-;-
"O41   Outr transt membranas e liquido amniotico";-;-
"O42   Ruptura prematura de membranas";-;-
"O43   Transt da placenta";-;-
"O44   Placenta previa";-;-
"O45   Descolamento prematuro da placenta";-;-
"O46   Hemorragia anteparto NCOP";-;-
"O47   Falso trabalho de parto";-;-
"O48   Gravidez prolongada";-;-
"O60   Trabalho de parto pre-termo";-;-
"O61   Falha na inducao do trabalho de parto";-;-
"O62   Anormalidades da contracao uterina";-;-
"O63   Trabalho de parto prolongado";-;-
"O64   Obstr trab parto dev ma-posic ma-apres feto";-;-
"O65   Obstr trab parto dev anorm pelvica da mae";-;-
"O66   Outr form de obstrucao do trabalho de parto";-;-
"O67   Trab parto parto compl hemorr intrapart NCOP";-;-
"O68   Trab parto e parto complic sofrimento fetal";-;-
"O69   Trab parto parto compl anorm cordao umbilic";-;-
"O70   Laceracao do perineo durante o parto";-;-
"O71   Outr traum obstetricos";-;-
"O72   Hemorragia pos-parto";-;-
"O73   Retencao placenta e membranas s/hemorragias";-;-
"O74   Complic anestesia durante trab parto e parto";-;-
"O75   Outr complic do trab parto e do parto NCOP";-;-
"O80   Parto unico espontaneo";-;-
"O81   Parto unico p/forceps ou vacuo-extrator";-;-
"O82   Parto unico p/cesariana";-;-
"O83   Outr tipos de parto unico assistido";-;-
"O84   Parto mult";-;-
"O85   Infecc puerperal";-;-
"O86   Outr infecc puerperais";-;-
"O87   Complic venosas no puerperio";-;-
"O88   Embolia orig obstetrica";-;-
"O89   Complic da anestesia admin durante puerperio";-;-
"O90   Complic do puerperio NCOP";-;-
"O91   Infecc mamarias assoc ao parto";-;-
"O92   Outr afeccoes mama e lactacao assoc ao parto";-;-
"O94   Seqüelas complic gravidez parto e puerpério";-;-
"O95   Morte obstetrica de causa NE";-;-
"O96   Morte qq caus obst mais 42d menos 1a parto";-;-
"O97   Morte p/sequelas causas obstetricas diretas";-;-
"O98   Doen inf paras mat COP compl grav part puerp";-;-
"O99   Outr doenc mat COP compl grav parto puerp";-;-
"P00   Fet rec-nasc afet afec mat n obr rel grav at";2;2
"P01   Fet rec-nasc afet complic maternas gravidez";1;1
"P02   Fet rec-nasc afet compl plac cord umb membr";1;1
"P03   Fet rec-nasc afet out compl trab parto parto";-;-
"P04   Fet rec-nasc infl af noc trans plac leit mat";-;-
"P05   Crescimento fetal retard e desnutric fetal";-;-
"P07   Transt rel gest curt dur peso baix nasc NCOP";-;-
"P08   Transt relac gest prolong peso elevado nasc";-;-
"P10   Laceracao intracran hemorrag dev traum parto";-;-
"P11   Outr traum de parto do sist nervoso central";-;-
"P12   Lesao do couro cabeludo dev traum de parto";-;-
"P13   Lesoes do esqueleto dev traum de parto";-;-
"P14   Lesoes ao nascer do sist nervoso periferico";-;-
"P15   Outr traum de parto";-;-
"P20   Hipoxia intra-uterina";1;1
"P21   Asfixia ao nascer";2;2
"P22   Desconforto respirat do recem-nascido";3;3
"P23   Pneumonia congen";-;-
"P24   Sindr de aspiracao neonatal";7;7
"P25   Enfisema interst afecc corr orig per perinat";-;-
"P26   Hemorragia pulmonar orig periodo perinatal";-;-
"P27   Doenc respirat cron orig periodo perinatal";-;-
"P28   Outr afeccoes respirat orig per perinatal";-;-
"P29   Transt cardiovasc orig periodo perinatal";2;2
"P35   Doenc virais congen";-;-
"P36   Septicemia bacter do recem-nascido";2;2
"P37   Outr doenc infecc e parasit congen";-;-
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;-
"P39   Outr infecc especificas do periodo perinatal";2;2
"P50   Perda sanguinea fetal";-;-
"P51   Hemorragia umbilical do recem-nascido";-;-
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-
"P53   Doenc hemorragica do feto e do recem-nascido";-;-
"P54   Outr hemorragias neonatais";-;-
"P55   Doenc hemolitica do feto e do recem-nascido";-;-
"P56   Hidropsia fetal dev doenc hemolitica";-;-
"P57   Kernicterus";-;-
"P58   Ictericia neonatal dev outr hemolises excess";-;-
"P59   Ictericia neonatal dev outr causas e as NE";-;-
"P60   Coagulacao intravasc dissem feto rec-nasc";1;1
"P61   Outr transt hematologicos perinatais";-;-
"P70   Trans transit metab carboid esp fet rec-nasc";-;-
"P71   Transt transit metab calcio magn per neonat";-;-
"P72   Outr transt endocrinos transit period neonat";-;-
"P74   Outr dist eletrolit metab transit per neonat";-;-
"P75   Ileo meconial";-;-
"P76   Outr obstrucoes intestinais do recem-nascido";-;-
"P77   Enterocolite necrotizante do feto e rec-nasc";1;1
"P78   Outr transt ap digestivo periodo perinatal";-;-
"P80   Hipotermia do recem-nascido";-;-
"P81   Outr disturbios regulacao termica rec-nasc";-;-
"P83   Outr afecc compr tegum espec feto rec-nasc";-;-
"P90   Convulsoes do recem-nascido";-;-
"P91   Outr disturbios funcao cerebral rec-nasc";-;-
"P92   Problemas de alimentacao do recem-nascido";-;-
"P93   Reacoes e intox dev drog admin feto rec-nasc";-;-
"P94   Transt do tonus muscular do recem-nascido";-;-
"P95   Morte fetal de causa NE";-;-
"P96   Outr afeccoes originadas periodo perinatal";-;-
"Q00   Anencefalia e malformacoes similares";-;-
"Q01   Encefalocele";-;-
"Q02   Microcefalia";-;-
"Q03   Hidrocefalia congen";-;-
"Q04   Outr malformacoes congen do cerebro";1;1
"Q05   Espinha bifida";-;-
"Q06   Outr malformacoes congen da medula espinhal";-;-
"Q07   Outr malformacoes congen do sist nervoso";-;-
"Q10   Malform congen palpebras ap lacrimal orbita";-;-
"Q11   Anoftalmia microftalmia e macroftalmia";-;-
"Q12   Malformacoes congen do cristalino";-;-
"Q13   Malformacoes congen camara anterior do olho";-;-
"Q14   Malformacoes congen camara posterior do olho";-;-
"Q15   Outr malformacoes congen do olho";-;-
"Q16   Malform congen ouvido caus compr audicao";-;-
"Q17   Outr malformacoes congen da orelha";-;-
"Q18   Outr malformacoes congen da face e pescoco";-;-
"Q20   Malform congen camaras e comunicacoes card";-;-
"Q21   Malformacoes congen dos septos cardiacos";1;1
"Q22   Malform congen valvas pulmonar tricuspide";-;-
"Q23   Malformacoes congen valvas aortica e mitral";-;-
"Q24   Outr malformacoes congen do coracao";3;3
"Q25   Malformacoes congen das grandes arterias";-;-
"Q26   Malformacoes congen das grandes veias";-;-
"Q27   Outr malformacoes congen sist vasc perif";-;-
"Q28   Outr malform congen aparelho circulatorio";1;1
"Q30   Malformacao congen do nariz";-;-
"Q31   Malformacoes congen da laringe";-;-
"Q32   Malformacoes congen traqueia e bronquios";-;-
"Q33   Malformacoes congen do pulmao";2;2
"Q34   Outr malformacoes congen aparelho respirat";-;-
"Q35   Fenda palatina";-;-
"Q36   Fenda labial";-;-
"Q37   Fenda labial c/fenda palatina";-;-
"Q38   Outr malform congen lingua boca e faringe";-;-
"Q39   Malformacoes congen do esofago";1;1
"Q40   Outr malform congen trato digestivo super";-;-
"Q41   Ausencia atresia estenose congen intest delg";-;-
"Q42   Ausencia atresia e estenose congen do colon";-;-
"Q43   Outr malformacoes congen do intestino";1;1
"Q44   Malform congen vesic biliar via biliar figad";-;-
"Q45   Outr malformacoes congen aparelho digestivo";-;-
